Item Name,Selling,M.R.P,Total Stock
LUVIT LOLLY POP CHOCO 5/-,5,5,3
LUVLT DAITY RICH MILK CHO 10/- BOX,225,240,0
LUVLT DAITY RICH MILK CHO 20/-,19.5,20,0
LUX BODY WASH 245ML,98,99,0
LUX BRIGHT GLOW MEGA PACK,158,160,3
LUX CREA PERFE 125G,69,70,6
LUX CREA PERFE 75G SOP,34,35,22
LUX FRESH JASMINE VITAMIN E 115/-,116,118,11
LUX FRESH SPLASH 100G,29,30,15
LUX FRESH SPLASH 2+1,65,66,3
LUX FRESH SPLASH 50G,9.83,10,0
LUX JASMINE VITAMIN 100G,32,33,42
LUX JASMINE VITAMIN 100G*3,72,74,0
LUX JASMINE VITAMIN E SOAP 10/-,9.83,10,16
LUX ROSE AND VITAMIN 150G,59,60,18
LUX ROSE VITAMIN SOAP 4+1,117,119,0
LUX SAFFRON GLOW SOAP 100G,27,28,0
LUX SAFFRON GLOW SOAP 54G,9.83,10,1
LUX SANDAL CREAM 100G,25,26,0
LUX SOFT TOUCH 100G SOP,34,35,18
LUX SOFT TOUCH 4+1 400G,117,118,1
LUX SOFT TOUCH 50G,9.83,10,60
LUX SOFT TOUCH BOTTLE BODY WASH 100ML,54,55,0
LUX VELVET TOUCH 100G SOP,24.5,25,3
LUX VELVET TOUCH 50G SOP,9.83,10,52
LUX VELVET TOUCH BODY WASH 100ML,54,55,0
LUX VELVET TOUCH SOAP 3N,73,74,0
LUXURY IN STICK PINEAPPLE,50,55,1
LYRICS BIG 110G,53,55,6
LYRICS HEX 20G,12,13,11
LYSOL PINE 100ML,24,25,6
LYZOL CITRUS DISINFECTANT CLEANER 5LIT,699,770,6
LYZOL JASMINE 975 ML,187,189,0
LYZOL PINE 975 ML,176,179,0
M BROW RICE 1KG,127,129,4
M DIGEST COOKIES 75G,19.5,20,1
M IDIYAPPAM FLOUR 500G,63,64,5
M M SNACKS,30,35,1
M M SNACKS 15/-,13,15,1
M M SNACKS 36/-,34,36,3
M M SNACKS.20/-,18,20,11
M M SNACKS.25/-,23,25,8
M M SNACKS.30/-,28,30,7
M M SNACKS.35/-,33,35,23
M MS CHOCOLATE 30/-,29,30,0
MAA APPLE 160ML,9.83,10,18
MAA GUAVA 160ML,9.83,10,0
MAA LITCHI 160ML,9.83,10,0
MAA MANGO 160ML,9.83,10,13
MAA MANGO 1L,64,65,5
MAA MANGO 2L,93,95,0
MAA MANGO 600ML,34,35,3
MAAN MARK APPALAM 100G,50,55,2
MAAN MARK APPALAM 120G,63,65,17
MAAN MARK APPALAM 150G,78,82,19
MAAN MARK APPALAM 185G,88,102,17
MAAN MARK APPALAM 200G,92,109,4
MAAN MARK APPALAM 225G,88,94,0
MAAN MARK APPALAM 275G,125,139,11
MAAN MARK APPALAM 50G,25,28,17
MAAN MARK MASALA APPALAM 100G,26,27,0
MAAZA 1.2L,69,70,1
MAAZA 1.5L,74,75,18
MAAZA 250ML,14.75,15,66
MAAZA 600ML,39,40,88
MAAZA REFRESH 150ML,9.83,10,21
MACRONI BE 500G,40,50,1
MACRONI SP 500G,40,50,1
MADHURAM MUFFIN CHOCOLATE,45,50,0
MADHURAM MUFFIN VANILA,45,50,1
MADHURAM RICE MURUKKU,40,45,1
MADHURAM RICE MURUKKU CHILLY,40,45,0
MADHURAM SLICED CAKE VANILA,45,50,3
MADHURAM SPRILL-O-SPRILL,50,55,0
MADHURAM SPRILL-O-SPRILL CHILLY,50,55,0
MAGAL TREYA,9.5,10,25
MAGGI 2 MIN 280G,42,43,15
MAGGI 2 MIN 420G,71,72,22
MAGGI 2 MIN MASALA CURRY NOODLES 60.5G,14.75,15,10
MAGGI 2 MIN MASALA MAHA PACK 90G,14.75,15,28
MAGGI 2 MIN MASALA NOODLES 280G,47,48,171
MAGGI 2 MIN NOODLES 140G,23,24,21
MAGGI 2 MIN NOODLES 560G,94,96,17
MAGGI 2 MIN NOODLES 70G,12,12,31
MAGGI 2 MIN SPECIAL CHICKEAN65 284G,77,78,0
MAGGI 2 MIN SPECIAL CHICKEAN65 71G,19.5,20,18
MAGGI 2 MIN SPECIAL MASALA NOODLES,14.75,15,8
MAGGI 2 MIN SPECIAL MASALA NOODLES 4PACK,56,58,0
MAGGI BANGKOK SWEET CHILLI NOODLES 71G,19,20,0
MAGGI CHATPATA DESI CHEESY NOODLES 15/-,14.75,15,0
MAGGI CHATPATA TOMATO NOODLES 15/-,14.75,15,0
MAGGI CHICKEN CUPPA,49,50,0
MAGGI CHICKEN NOOD 284G,57,58,0
MAGGI CHICKEN NOOD 71G,14.75,15,15
MAGGI CHILLY CUPPA,44,45,0
MAGGI CHILLY GARLIC SAUCE 85G,19.5,20,0
MAGGI COCO MILK 180ML,74,75,0
MAGGI COCO MILK POWDER 100G,108,110,5
MAGGI COCONUT POWDER 25G,29,30,29
MAGGI CUP UPMA 65G,49,50,0
MAGGI CUPPA NOODLES,44,45,0
MAGGI FUSIAN GARLIC NOODLES,19.5,20,12
MAGGI FUSIAN SPICY TOMATO CUP 70G,49,50,0
MAGGI HOT AND SWEET 200G,64,65,4
MAGGI HOT AND SWEET 500G,112,115,9
MAGGI HOT AND SWEET TOMATO CHILLI SAUCE 1KG,157,160,0
MAGGI HOT AND SWEET TOMATO CHILLY S 90G,21,22,24
MAGGI MASAL OATS 290G,108,110,6
MAGGI MASALA AND MAGIC SAUCE 5/-,5,5,42
MAGGI MASALA AROMATIC ROAS SPICES 58/-,57,58,8
MAGGI MASALA CUPPA NOODLES,48,50,0
MAGGI MASALA CURRY 15/-,14.75,15,181
MAGGI MASALA OATS 72.5G,27,28,12
MAGGI NUT LIC ATTA MASALA,23,24,42
MAGGI NUT LICIOUS 290G,92,94,4
MAGGI NUTRI LICIOUS VEG ATTA MAS NOODLES 435G,125,128,0
MAGGI PASTA CHEESE 70G,27,28,26
MAGGI PASTA CHEESE TOMATO 64G,27,28,23
MAGGI PASTA MASALA 65G,27,28,2
MAGGI PASTA MUSHROOM 64G,27,28,6
MAGGI POHA 260G,94,95,0
MAGGI POHA 65G,24,25,1
MAGGI RICH TOMATO KETCHUP 1KG,145,147,0
MAGGI RICH TOMATO SAUCE 1KG,150,155,1
MAGGI SINGAPOREAN TANGY PEPPER NOODLES,19.5,20,0
MAGGI TOMATO KETCHUP 200G,61,62,6
MAGGI TOMATO KETCHUP 500G,98,100,13
MAGGI TOMATO KETCHUP 90G,14.75,15,20
MAGGI TOMATO SAUCE 200G,63,65,2
MAGGI TOMATO SAUCE 500G,103,105,6
MAGGI UPMA 260G,73,75,1
MAGGI UPMA 65G,24,25,0
MAGGI VEG ATTA 20/-,19.5,20,3
MAGGI VEG ATTA 290G,69,70,0
MAGGI VEGGIE MASALA 62G,11.5,12,29
MAGGI VEGGIE MASLA 248G,47,48,11
MAGGI YUMMY CAPSICA NOODLES 15/-,14.75,15,0
MAGIC AID POWDER 2/-,2,2,11
MAGIC POPS 10/-,9.83,10,51
MAHARA JOTHI 1L,103,118,4
MAHARA JOTHI 500ML,55,60,5
MAHESH CANDLE 10RS,28,30,11
MAHESH CANDLE 2.5,20,25,10
MAHESH CANDLE 20L,85,100,15
MAHESH CANDLE 25/,23,25,1
MAHESH CANDLE 45/-,38,45,0
MAHESH CANDLE BIG,90,100,8
MAHESH CANDLE L6,65,75,29
MAHESH CANDLE M6,30,36,5
MAHESH CANDLE MEDIUM,55,60,17
MAHESH CANDLE XL4,72,100,6
MAHESH CANDLE XLL,42,50,2
MAHESH CANDLE XLLL,90,100,6
MAIDA BULK,33,40,0
MAINA CRYSTAL SALT 1KG,13,14,6
MAIZE FLAKES 200G,30,42,6
MAJESTIC WALNUT 250G,300,350,0
MAKEUP KIT 450/-,410,450,1
MAKEUP KIT-106 440/-,400,440,0
MAKINO NAC CHEESE 60G,34,35,6
MAKINO NAC JALAPENO 60G,34,35,6
MAKINO NAC PERI PERI 60G,34,35,6
MAKINO NAC ROSTED MASALA 60G,34,35,6
MAKINO NAC SWEET CHILLY 60G,34,35,6
MAKINO NAC TOMATO SALSA 60G,34,35,6
MAKKA CHOLAM 100G OLD,8,14,19
MAKKA CHOLAM 250G,20,26,106
MAKKA CHOLAM 250G OLD,20,26,57
MAKKA CHOLAM BULK,100,150,5.05
MAKKA POPCORN 100G,18,25,27
MAKKA POPCORN 100G OLD,18,25,1
MAKKA POPCORN BULK,180,200,0.4
MALKIST CAPPUCCINO 138G,49,50,16
MALKIST CHEESE BISCUIT,49,50,0
MALKIST CHOCOLATE BISCUIT 45/-,49,50,13
MALKIST SUGAR CRACKERS 135G,34,35,12
MALTOVA 500G BIB,228,234,0
MAMA EARTH ALOE TURMERIC GEL,395,399,1
MAMA EARTH ALOE VERA GEL,295,299,1
MAMA EARTH APPLE CIDER SHAMPOO 250ML,331,349,1
MAMA EARTH APPLE CIDER VINEGAR,390,399,0
MAMA EARTH AQUA GLOW FACE WASH,390,399,1
MAMA EARTH BABY SHAMPOO 100ML,118.75,125,2
MAMA EARTH BERRY BLAST TOOTH PASTE 50G,141.5,149,3
MAMA EARTH CHARCOAL FACE WASH 100ML,236,249,3
MAMA EARTH CHARCOL FACE WASH,390,399,0
MAMA EARTH COCO FACE WASH,236,249,1
MAMA EARTH COCO NOURSHING BATH SOAP,290,299,2
MAMA EARTH FOAMING FACE WASH,390,399,0
MAMA EARTH MOIS BATHING BAR,236.5,249,1
MAMA EARTH OIL FREE FACE WASH 100ML,236,249,1
MAMA EARTH ONION HAIR OIL 150ML,379,399,0
MAMA EARTH ONION HAIR OIL 250ML,594,599,3
MAMA EARTH ONION HAIR SERUM 100ML,284,299,0
MAMA EARTH ONION SHAMPOO 200ML,236,249,3
MAMA EARTH ONION SHAMPOO 250ML,331,349,2
MAMA EARTH ORANGE TOOTHPASTE 50G,141.5,149,2
MAMA EARTH RETINOL FACE WASH,290,299,2
MAMA EARTH RICE HAIR OIL,395,399,2
MAMA EARTH RICE WATER CONDITIONER,345,349,2
MAMA EARTH RICE WATER SHAMPOO,340,349,2
MAMA EARTH TEA TREE BATH SOAP 5*75G,284,299,2
MAMA EARTH TEA TREE FACE SCRUB 100G,331,349,2
MAMA EARTH TEA TREE FACE WASH,236,249,2
MAMA EARTH TEA TREE HAIR OIL 250ML,474,499,2
MAMA EARTH UBTAN FACE WASH,236,249,0
MAMA EARTH ULTRA LIGHT SUN SCREEN 80G,470,499,1
MAMA EARTH VITAMIN C BATH SAOP 5*75G,284,299,0
MAMA EARTH VITAMIN C FACE CREAM 50G,569,599,2
MAMA EARTH VITAMIN C FACE SCRUB 100G,331.5,349,1
MAMA EARTH VITAMIN C FACE TONER 200ML,379,399,1
MAMA EARTH VITAMIN C FACE WASH 100ML,236.5,249,0
MAMA EARTH VITAMIN C FACE WASH 50ML,118.75,125,2
MAMA ERATH NATURAL BATH SOAP 5*75G,284,299,2
MAMA ONION CONDITIONER 200ML,245,249,1
MAMBALAM CORIANDER LEAF RICE MIX 200GM,71,72,4
MAMBALAM CURRY LEAF RICE MIX 200GM,94,99,11
MAMBALAM GARLIC KU RICE MIX 200G,70,71,0
MAMBALAM GONGURA LEAF RICE MIX 200GM,65,67,1
MAMBALAM IYER AMLA PICKLE 200G,62,65,4
MAMBALAM IYER APPALAM 100G,46.5,48,19
MAMBALAM IYER APPALAM 150G,58,60,0
MAMBALAM IYER APPALAM 200G,78,80,0
MAMBALAM IYER APPALAM 70G,27,28,2
MAMBALAM IYER AVAKKAI PICKLE200G,80.75,85,6
MAMBALAM IYER CITRON PICKLE 200G,52.25,55,3
MAMBALAM IYER CUT MANGO PICKLE 200G,81,85,2
MAMBALAM IYER DHALL POWDER 100G,55,60,3
MAMBALAM IYER GARLIC PICKLE 200G,71.65,75,1
MAMBALAM IYER GINGER PICKLE 200G,68.5,72,2
MAMBALAM IYER GREEN CHILLI PICKLE 200G,62,65,5
MAMBALAM IYER IDLI CHILLY POWDER 100G,55,60,3
MAMBALAM IYER KALYA/MANGO PICKLE 200G,57,60,3
MAMBALAM IYER LIME PICKLE 200G,62,65,2
MAMBALAM IYER MANG THOKKU PICKLE 200G,81,85,8
MAMBALAM IYER MIX VEGETABLE PICKLE 200G,64,65,5
MAMBALAM IYER NARTHAN  PICKLE 200G,81,85,7
MAMBALAM IYER ONION KU RICE MIX 200G,63.65,67,5
MAMBALAM IYER RASAM POWDER 100G,44,45,0
MAMBALAM IYER SAMBAR POWDER 100G,48.5,50,1
MAMBALAM IYER TOMA/GAR PICKLE 200G,81,85,6
MAMBALAM IYER TOMATO THOKKU PICKLE 200G,81,85,6
MAMBALAM IYERS HEALTH MIX,270,280,2
MAMBALAM IYERS PULI INGI THOKKU,63.65,67,0
MAMBALAM IYERS PULIYODHARAI MIX 200GM,72,75,3
MAMBALAM LEMON GINGER SARBATH 700ML,155,160,1
MAMBALAM LEMON RICE 200GM,95,99,5
MAMBALAM NANNARI SARBATH 700ML,140,150,10
MAMBALAM PUDHINA RICE 200GM,71,72,5
MAMBALAM ROSE SARBATH 700ML,140,150,5
MAMBALAM TOMATO RICE 200GM,71.5,75,3
MAMBALAM VATHAL KUZHAMU 200GM,95,99,4
MAMY POKO L-24N,396,399,2
MAMY POKO PANTS 42N,489,499,1
MAMY POKO PANTS 50/-,49,50,5
MAMY POKO PANTS L 12PANTS,190,195,0
MAMY POKO PANTS L-2,29,30,0
MAMY POKO PANTS L-4,58,60,5
MAMY POKO PANTS L-44N,689,699,2
MAMY POKO PANTS L-6,97,99,0
MAMY POKO PANTS L-64,979,999,1
MAMY POKO PANTS M 14PANTS,190,195,1
MAMY POKO PANTS M-2,24,25,0
MAMY POKO PANTS M-36,485,499,1
MAMY POKO PANTS M-4,50,52,3
MAMY POKO PANTS M-52,690,699,0
MAMY POKO PANTS M-7,97,99,4
MAMY POKO PANTS M-76N,979,999,0
MAMY POKO PANTS NB-1 2,17,18,0
MAMY POKO PANTS NB-1 28 PANTS,290,299,0
MAMY POKO PANTS NB-1 9,97,99,3
MAMY POKO PANTS NB1-18,192,195,4
MAMY POKO PANTS S-16,190,195,2
MAMY POKO PANTS S-2,19,20,0
MAMY POKO PANTS S-4,43,44,3
MAMY POKO PANTS S-58N,690,699,0
MAMY POKO PANTS S-8,97,99,4
MAMY POKO PANTS XL 26N,485,499,1
MAMY POKO PANTS XL-2,33,34,0
MAMY POKO PANTS XL-20N,395,399,2
MAMY POKO PANTS XL-5,97,99,0
MAMY POKO PANTS XL-52N,950,999,1
MAMY POKO PANTS XXL 12 PANTS,265,275,0
MAMY POKO PANTS XXL 22N,485,499,1
MAMY POKO PANTS XXL-8*,195,199,3
MAMY POKO PANTS XXXL 24S,970,999,0
MAMY POKO PANTS XXXL 7S,290,299,2
MAMY POKO WIPES 195/-,190,195,1
MAMY POKO WIPES 49/-,47,49,3
MAMY POKO WIPES 99/-,95,99,4
MAMYPOKO PANTS XL-14,270,275,1
MANATHAKALI VATHAL 50G,27,32,6
MANATHAKKALI 45/-,44,45,1
MANATHAKKALI SL 100G,50,60,0
MANATHAKKALI VATHAL,50,63,6
MANGA,0,0,0
MANGA VATHAL 35/-,34,35,2
MANGAL LAVENDER,9.5,10,22
MANGAL PUJA SANDAL,47.5,50,47
MANGAL SANDAL PUJA AGA,9.5,10,15
MANGALDEEP BOUQUET 10/-,9.83,10,11
MANGALDEEP CAMPOUR TULSI 50RS,49,50,0
MANGALDEEP CLASSIC CHANDAN 50/-,45,50,0
MANGALDEEP JATHIMALLIGAI,47.5,50,9
MANGALDEEP MOGRA 10/-,9.5,10,30
MANGALDEEP PANCHAMRIT 50RS,47.5,50,11
MANGALDEEP PRE LAVENDER,47.5,50,39
MANGALDEEP PUJA 5 IN 1 AGARBATTI 50/-,47.5,50,13
MANGALDEEP PUJA TEMPLE,48,50,34
MANGALDEEP ROSE CHANDAN 50/-,47.5,50,19
MANGALDEEP SADHVI,34,35,19
MANGALDEEP SAMBRANI,14,15,27
MANGALDEEP TEMPLE,9.83,10,0
MANGALDEEP TREYA,47.5,50,16
MANGALDEEP TREYA CUP SAMBRANI 25/-,24,25,1
MANGALDEEP TREYA CUP SAMBRANI 75/-,71.25,75,11
MANGO,155,155,7.89
MANGO HANGER 5/-,5,5,4
MANGO MULTI 30/-,29,30,0
MANGO VATHAL 100G,22,25,4
MANILA GROUNDNUT OIL 1LIT,275,282,3
MANJAL 500G,80,90,1
MANJAL 500G KATTI,80,90,0
MANNA  PUTU POWDER 500G,63,64,0
MANNA ATTA 1KG,59,60,0
MANNA ATTA 500G,31,32,0
MANNA ATTA 5KG,239,280,0
MANNA BADAM MIX 200G,123,125,0
MANNA BLACK DATES 400G,220,225,5
MANNA BROWN TOP MILLET 500G,90,99,5
MANNA DRIED FIGS 180G,290,295,0
MANNA GO GRAINS 200G,103,105,3
MANNA HEALTH MIX 90G,48,49,4
MANNA HEALTH MIX N NUT 1KG,450,460,0
MANNA HEALTH MIX N NUT 250G,146,149,4
MANNA HEALTH MIX N NUT 500G,242,249,6
MANNA HEALTH MIX R GRAIN 1KG,260,269,0
MANNA KUTHIRAI VALI 500G,75,80,6
MANNA PANI VARAGU 500G,70,75,11
MANNA PUTTU POWDER 64/-,62,64,0
MANNA RAGI FLOUR 500G,46,47,5
MANNA RAGI MALT MIX 200G,93,95,3
MANNA RICE FLOUR 500G,42,43,12
MANNA SAMAI RICE 500G,75,80,13
MANNA SOYA NUGGETS 200G,48,50,0
MANNA SPROUTED RAGI FLOUR 500G,88,89,2
MANNA THINAI RICE 500G,65,70,10
MANNA VARAGU RICE 500G,65,70,7
MANNA WHITE OATS JAR 500G,123,125,4
MANTHRA GROUNDNUT 500ML,139,149,0
MANTRA GROUNDNUT OIL 1LR,190,194,43
MANTRA GROUNDNUT OIL 500ML,95,97,26
MARATI MOKKU 50G,25,30,6
MARATI MOKKU 50G OLD,22,25,5
MARATI MOKKU BULK,500,550,0.65
MARATI MOKU 25G,13,20,14
MARBLE CAKE SLICE 15/-,14.25,15,20
MARBLE CAKE SLICE 30/-,29,30,4
MARGO 10/-,9.83,10,34
MARGO 100GM,33,34,22
MARGO 100GM*2 +S/C,59,60,0
MARGO 100GM*2 NTP 25GM,55,56,0
MARGO 4+1,133,136,8
MARGO GLYCERINE 75G+25G,39,40,1
MARGO GLYCERINE SOAP 50G 1+1,19.5,20,5
MARGO GLYCERINE SOAP 50GM,19.5,20,0
MARGO GLYCERINE SOAP 75GM 3+1,118,120,0
MARGO HAND SANITIZER 25/-,24,25,4
MARGO HAND WASH 175ML,44,45,0
MARGO HAND WASH 200ML,59,60,0
MARI GOLD 5/-,5,5,0
MARIE BREAK 10/-,9.83,10,6
MARIE GOLD 10/-,9.83,10,105
MARIE GOLD 120G,17.5,18,3
MARIE GOLD 120G 4+1,78,80,22
MARIE GOLD 200G,27.5,28,56
MARIE GOLD 200G 5N COMBO,115,120,0
MARIE GOLD 250G,34,35,40
MARIE GOLD 43G,5,5,0
MARIE LIGHT 250G,29.75,30,0
MARIE LIGHT BUY 4 GET 1 FREE,58,60,3
MARIE PARLE 10,9.83,10,9
MARIE PARLE 30RS,29,30,5
MARIEGOLD 10/- BOX,650,720,0
MARKER PEN 20/-,19,20,21
MARKER WHITE BOARD 25/-,24,25,47
MARS MINIATURES 100G,118,120,3
MARS SB 51G DZ EGY(RS.40),39,40,0
MARS SNICKERS,230,238,1
MARSHMALLOW 120G,55,60,0
MARSHMALLOW 20/-,19,20,1
MARSHMALLOW 80*PCS,85,90,1
MARSMALLOW STICK 1N,9.83,10,0
MARTHANDAM HONEY 100G,60,64,5
MARTHANDAM HONEY 1KG,350,370,2
MARTHANDAM HONEY 200GM,100,103,4
MARTHANDAM HONEY 500GM,205,210,4
MARTHANDAM HONEY 50G,38,41,3
MARTIN RAT KILL,19,20,18
MASAALA TAPICO CHIP 150G,61,65,3
MASALA MIX,14,20,0
MASALA PUFFFED RICE 100GM,28,30,7
MASK,2,3,24
MASK 40/-,40,89,10
MASK 70/-,70,80,9
MASTER GRAM FLOUR 200G,18,19,13
MATE 45,45,55,4
MATE 55/-,50,55,8
MATE 60/-,50,60,18
MATE 65/-,60,65,17
MATE 70/-,60,70,6
MATE 85/-,70,85,5
MATE S,35,45,8
MATE XS,25,35,30
MATHAJI FULL BIOLED RICE 25KG,"1,350.00","1,400.00",8
MATHAJI FULL BOILED RICE 1KG,60,65,12
MATHAJI GARLIC VADAM 100GM,25,30,2
MATHAJI JEERA CHIPS 100GMS,25,30,17
MATHAJI JEERA CHIPS 50GMS,14,15,18
MATHAJI OMAM VADAM 100GM,25,30,23
MATHAJI PEPPER CHIPS 50GM,14,15,6
MATHAJI RED CHILLY VADAM 100GM,25,30,16
MATIC FRONT LOAD 1KG,212,219,0
MATTIPAL BATHIS 40STICK,65,68,5
MAX CHOCO RICH BISCUITS 250G,70,75,3
MAX COCONUT BISCUTS 250G,70,75,3
MAX COOKY RICH BISCUTS 250G,47,50,4
MAXI POWER FLIES KILLER,23,24,68
MAXO COIL 14N,33,34,4
MAXO GENIUS COMB 35ML,85,89,4
MAXO GENIUS LV 45ML,68,72,14
MAXO GENIUS LV 45ML*2,132,134,0
MAXO MSQTO INCENSE,14,15,39
MAXX PEPPER CHEDDAR FLA,9.83,10,6
MAYA CHAMPA 14N,9.83,10,1
MAYA CHARDHAM AGARPATHI 10/-,9.83,10,6
MAYA CHARDHAM AGARPATHI 50,48,50,7
MAYA DURGA SHAKTI AGARPATHI 50/-,48,50,9
MAYA JASMINE AGAR VATHI 10/-,9.83,10,5
MAYA ROSE 50/-,48,50,8
MAYA ROSE AGAR VATHI 10/-,9.83,10,9
MAYA SANDAL AGAR VATHI 10/-,9.83,10,6
MAYA SUPREME SAMBRANI 72/-,69,72,11
MAYBELINNE BABY LIPS ANTI-OXIDANT,174,175,1
MAYBELINNE BABY LIPS BERRY,170,175,1
MAYBELINNE FIT ME COMPACT POW 59/-,58,59,11
MAYBELINNE FIT ME COMPACT POW BEIGE118,194,199,5
MAYBELINNE FIT ME COMPACT POW LIGHT IVORY109,194,199,1
MAYBELINNE FIT ME COMPACT POW NAT IVORY 112,194,199,7
MAYBELINNE FIT ME COMPACT POW NAT IVORY 128,222,225,11
MAYBELLINE BABY LIPS 1+1,170,175,4
MAYBELLINE BABY LIPS PEACH,175,180,1
MAYBELLINE BABY LIPS PINK BLOOM,175,180,1
MAYBELLINE COLOSSAL KAJAL SUPER BLACK,295,300,0
MAYBELLINE COLOSSAL MASCARA 399/-,385,399,2
MAYBELLINE CREAMY MATTES LIP STICK 299/-,290,299,3
MAYBELLINE FIT ME 299,290,299,0
MAYBELLINE FIT ME FOUNDATION 30ML 549/-,530,549,2
MAYBELLINE HD CONCEAL,178,180,6
MAYBELLINE HYPER CURL MASCARA 310/-,298,310,1
MAYBELLINE INSIGHT EYELINER PEN 150/-,140,150,3
MAYBELLINE INSIGHT KAJAL 120/-,89,90,0
MAYBELLINE LIPSTICK 399/-,399,598,1
MAYBELLINE MAKE UP REMOVER 40ML,110,115,4
MAYBELLINE NAIL COLOR REMOVER 90/-,87,90,0
MAYBELLINE SENSATIONAL LIQUID MATTE 349/-,335,349,5
MAYOO SWEET AMLA 200G,117,120,0
MAYOORA DRY AMLA 200G,120,125,7
MAYOORA JOWAR FLOUR 400G,43,45,5
MAYOORA KARUPPU KAVUNI 500G,135,140,6
MAYOORA KICHILI SAMBA RICE,47,50,3
MAYOORA MAPPILLAI SAMBA RICE,67,70,9
MAYOORA RED RICE 500G,42,45,6
MC DIGESTIVE 100G,19.5,20,0
MC VITIES DIGESTIVE 10/-,9.83,10,0
MC VITIES MARIE 10/-,9.83,10,0
MC VITIES MARIE 250G,29,30,0
MEAL MAKER 100G BIG,16,23,26
MEAL MAKER 100G OLD,16,23,14
MEAL MAKER 100G S,16,20,44
MEAL MAKER 200G OLD,32,40,13
MEAL MAKER 250G BIG,40,50,14
MEAL MAKER 250G OLD,40,50,25
MEAL MAKER 250G S,40,50,16
MEAL MAKER BIG BULK,160,180,3
MEAL MAKER S 100G,16,20,90
MEAL MAKER S 250G,40,50,1
MEAL MAKER SMALL BULK,160,180,2.1
MEDIMIX AYUR SOAP 75G,27,28,75
MEDIMIX AYUR SOAP SET 125G,108,110,9
MEDIMIX AYUR SOAP SET 75G,83,84,1
MEDIMIX AYUR SOAP125G,42,43,87
MEDIMIX GLYCERINE DEEP HYDRATION SOAP 100G,39,40,12
MEDIMIX GLYCERINE DEEP HYDRATION SOAP 100G 3+1,119,120,4
MEDIMIX GLYCERINE NATURAL TONING SOAP 100G,39,40,8
MEDIMIX GLYCERINE NATURAL TONING SOAP 100G 3+1,132,135,0
MEDIMIX GLYCERINE OIL BALANCE SOAP 100G,39,40,1
MEDIMIX GLYCERINE OIL BALANCE SOAP 3+1,119,120,1
MEDIMIX HAND SANITIZER 25/-,21,22,10
MEDIMIX HAND WASH SANITISER PET 250ML,68,70,0
MEDIMIX HERBAL HAND WASH,48,50,16
MEDIMIX HERBAL HAND WASH 200G,43,45,2
MEDIMIX HERBAL HAND WASH PET 250ML,68,70,6
MEDIMIX HERBAL HANDWASH 750ML,105,110,2
MEDIMIX SANDAL HAND WASH 200G,43,45,10
MEDIMIX SANDAL HAND WASH 200ML,149,150,7
MEDIMIX SANDAL HAND WASH 45/-,43,45,7
MEDIMIX SANDAL HANDWASH 225ML,68,70,6
MEDIMIX SANDAL HANDWASH 750ML,105,110,2
MEDIMIX SANDAL SOAP 125G,49,50,0
MEDIMIX SANDAL SOAP 75G,29,30,3
MEDIMIX SANDAL SOAP BUY3+1,95,96,2
MEDIMIX SANDAL SOAP COMBO 125G,148,150,5
MEDIMIX TRANSPARENT SOAP 125G,49,50,13
MEDIMIX TRANSPARENT SOAP 75G,29.5,30,7
MEDIMIX TRANSPARENT SOAP COMBO 125G,138,141,2
MEENAKSHI ABHSHEKA POWDER 100GM,48,50,1
MEENAKSHI DIVINE PUJA POWDER 35/-,34,35,0
MEENAKSHI DIVINE PUJA POWDER 60/-,57,60,2
MEENAKSHI KUMKUM,15,25,1
MEENAKSHI SINDOOR 10/-,9.83,10,3
MEERA ADVANCED CHEMP THAALI 180ML,119,120,1
MEERA ADVANCED HERBAL POWDER 120GM,89,91,23
MEERA ADVANCED HERBAL POWDER 40GM,33,34,8
MEERA ADVANCED HERBAL POWDER 80GM,60,63,17
MEERA ANTI DANDRUF 340ML,260,265,0
MEERA ANTI DANDRUFF 20/-,19,20,25
MEERA ANTI DANDRUFF CHEMPARATHI THAALI SHAMPOO 180ML,142,150,4
MEERA ANTI DANDRUFF CHEMPARATHI THAALI SHAMPOO 80ML,66,68,4
MEERA CHEMPARATHI THAALI 80ML,58,60,2
MEERA COCONUT OIL 250ML,96,100,0
MEERA GOT STING N HERBAL SHAMPOO 180ML,148,150,3
MEERA GOT STING N HERBAL SHAMPOO 80M,68,69,6
MEERA HAIR FALL CARE 24/-,22,24,10
MEERA HAIR FALL SHIKAKAI SHAMPOO 180 ML,135,137,1
MEERA HAIR FALL SHIKAKAI SHAMPOO 340ML,265,268,7
MEERA HAIR FALL SHIKAKAI SHAMPOO 650ML,440,450,2
MEERA HAIR FALL SHIKAKAI SHAMPOO 80ML,63,65,8
MEERA HAIRFALL CARE SHIKAKAI BADAM SHAMPO 45ML,14.75,15,16
MEERA HERBAL POWDER 20/-,19,20,13
MEERA KUNKUDUKAI BADAM SHAM,19,20,6
MEERA PURE COCONUT OIL 100ML,39,40,13
MEERA SHAMPOO 2/-,19,20,11
MELAM ALAPUZHA MEEN CURRY POWDER 100GM,53,55,9
MELAM APPAM PODI 500G,51,53,12
MELAM BIRIYANI POWDER 100GM,65,70,13
MELAM BLACK PEPPER POWDER 100GM,65,70,1
MELAM CHEMBA PUTTU PODI 500G,58,60,23
MELAM CHICKEN MASALA 50GM,24,26,38
