Item Name,MFR Name,Selling,M.R.P,Total Stock
FER ROCHER 50G,MFR,165,169,12
FERR ROCHER 200G,MFR,540,549,5
FERRERO COLLECTION,MFR,"1,230.00","1,250.00",2
FERRERO RAFILO,MFR,120,150,27
FERRERO ROCHER MOMENTS,MFR,120,125,1
FERRERO ROCHER MOMENTS CHOCOLATE,MFR,245,249,4
FERRERO ROCHER MOMENTS CHOCOLATE 100G,MFR,297,299,23
FERRERO ROCHER MOMENTS CHOCOLATE 349/-,MFR,390,399,1
FERRERO ROCHER MOMENTS CHOCOLATE 895/,MFR,920,929,12
FEVI GUM LIME 10/-,MFR,9.8,10,9
FEVI GUM LIME 200ML,MFR,39,40,5
FEVI GUM LIME 5/-,MFR,5,5,12
FEVI KWIK 10/-,MFR,9.8,10,10
FEVI KWIK 20/-,MFR,19.5,20,13
FEVI KWIK 30/-,MFR,29,30,3
FEVI KWIK 5/-,MFR,5,5,62
FEVI KWIK GEL 10/-,MFR,14,15,9
FEVI STICK 15/-,MFR,14.5,15,33
FEVI STICK 25/-,MFR,24,25,34
FEVI STICK 40/-,MFR,38,40,0
FEVI STICK 50/-,MFR,48,50,0
FEVI STICK KIDS 25/-,MFR,24,25,8
FEVIBOND 25ML 20/,MFR,19,20,34
FEVIBOND 8ML,MFR,14.5,15,1
FEVICOL 5/-,MFR,5,5,7
FEVICOL A+ 20/-,MFR,24,25,12
FEVICOL A+ 50/-,MFR,48,50,0
FEVICOL ALLFIX 35/-,MFR,33,35,3
FEVICOL GLUE DROPS,MFR,9.8,10,4
FEVICOL HOMEFIX ,MFR,74,75,4
FEVICOL MR 10/-,MFR,9.8,10,65
FEVICOL MR 20/-,MFR,24,25,13
FEVICOL MR 45/-,MFR,49,50,1
FEVICOL MR 75/-,MFR,83,85,0
FEVICOL SHOEFIX 35/-,MFR,33,35,0
FIAMA COOLING SHOWER GEL 250ML,MFR,222,225,0
FIAMA GEL BAR 125G,MFR,94,95,2
FIAMA GEL BAR 75G,MFR,34,35,3
FIAMA GEL+CREME BRAHMA KAMALM ALMOND 200ML,MFR,135,140,2
FIAMA HAND WASH,MFR,69,70,6
FIAMA LEMON JOJO 125G,MFR,93,95,3
FIAMA MEN GEL 125G,MFR,93,95,22
FIAMA MENTHOL AND MAGNOLIA 125G,MFR,93,95,5
FIAMA PATCH MACA 125G,MFR,67,67,13
FIAMA PATCHOULI MACADADAMIA 250ML,MFR,190,199,0
FIAMA PATCHOULI PEACH AVOCADO 250ML,MFR,245,259,1
FIAMA PEACH AVO 125G,MFR,93,95,2
FIAMA SCENTS BODY WASH 250ML,MFR,220,225,3
FIAMA SHOWER GEL 100ML,MFR,97,99,3
FIAMA SHOWER GEL 250ML,MFR,245,259,4
FIG/ATHIPALAM,MFR,65,65,1
FIGO ROYAL PERFUME 120ML,MFR,250,299,0
FILE 20LEAF,MFR,320,350,2
FILE 30 LEAF,MFR,350,380,2
FILE A4,MFR,45,50,0
FILE BUTTON,MFR,20,30,64
FILE COLOURS,MFR,120,150,12
FILE FS306/702,MFR,55,60,0
FILE SPRING,MFR,95,100,6
FIRADUS CON PER OIL 8ML,MFR,85,100,0
FIRST LOVE BODY SPRAY 150ML,MFR,190,210,2
FIRST LOVE PERFUME 100ML,MFR,250,305,0
FIRST LOVE PERFUME 30ML,MFR,120,156,3
FIRST LOVE PERFUME 60ML,MFR,160,214,2
FLAIR 0.5 PENCIL LEADS 5/-,MFR,5,5,0
FLAIR 0.7 PENCIL LEADS 5/-,MFR,5,5,34
FLAIR 0.9 PENCIL LEADS 5/-,MFR,5,5,35
FLAIR ACCUMATIC INSTRU BOX 250/-,MFR,245,250,0
FLAIR BOLT LIQUID INK PEN,MFR,55,60,6
FLAIR CALC-100S 120/-,MFR,118,120,0
FLAIR CALC-512II 350/-,MFR,345,350,1
FLAIR CALC-837 360/-,MFR,355,360,0
FLAIR CALC-991MS 650/-,MFR,645,650,1
FLAIR CARBONIX 0.7 PENCIL10/-,MFR,9.8,10,0
FLAIR CARBONIX BALL PEN 10/-,MFR,9.8,10,17
FLAIR CARBONIX DUO 2IN1 10/-,MFR,9.8,10,14
FLAIR CARBONIX GEL PEN 10/-,MFR,9.8,10,28
FLAIR CARBONIX RT BALL PEN 20/-,MFR,19,20,15
FLAIR CARBONIX SET BALL PEN 30/-,MFR,29,30,1
FLAIR CLICKERS BALL PEN 10/-,MFR,9.8,10,2
FLAIR CLIXX 0.5 PENCIL10/-,MFR,9.8,10,2
FLAIR CLIXX 0.7 PENCIL10/-,MFR,9.8,10,4
FLAIR CLIXX BOLD 0.9 PENCIL10/-,MFR,9.8,10,3
FLAIR CONCORDE GEL PEN 20/-,MFR,19,20,12
FLAIR CONVERTER 0.7 PENCIL20/-,MFR,19,20,0
FLAIR CORRECTION PEN-150 10/-,MFR,14.5,15,1
FLAIR CORRECTION PEN-250 25/-,MFR,24,25,1
FLAIR CORRECTION PEN-301 30/-,MFR,29,30,2
FLAIR CREATIVE BUBBLE ERASER 25/-,MFR,24,25,2
FLAIR DIGITAL BALL PEN 20/-,MFR,19,20,8
FLAIR DRAFT 0.7 PENCIL 35/-,MFR,34,35,2
FLAIR ECO 2.0 PENCIL10/-,MFR,9.8,10,4
FLAIR EINSTEIN INSTRU BOX 225/-,MFR,220,225,0
FLAIR ERASER,MFR,9.8,10,9
FLAIR EROS METAL PEN 80/-,MFR,78,80,1
FLAIR EVOKE BALL PEN 125/-,MFR,124,125,0
FLAIR EXPREION ROLLER PEN 50/-,MFR,49,50,2
FLAIR EZEE CLICK BALL PEN,MFR,7,7,170
FLAIR FINIX GEL PEN 5N 50/-,MFR,24,25,12
FLAIR FX BALL PEN,MFR,28,30,1
FLAIR FX BALL PEN 5N 25/-,MFR,24,25,24
FLAIR GENEX 0.7 PENCIL10/-,MFR,9.8,10,0
FLAIR GLITTER PEN 10/-,MFR,9.8,10,48
FLAIR HIGHLIGHTER 20/-,MFR,19,20,5
FLAIR HIGHLIGHTER FASHION GEL PEN 10/-,MFR,9.8,10,5
FLAIR HOTLINE CLR 10/-,MFR,9.8,10,108
FLAIR HYDRA GEL PEN 5N 25/-,MFR,29,30,7
FLAIR INK LINE BALL PEN 20/-,MFR,19.5,20,7
FLAIR INKY CATRIDGES 3N 10/-,MFR,9.8,10,11
FLAIR INKY CEO 50/-,MFR,49,50,11
FLAIR INKY CFO 60/-,MFR,59,60,0
FLAIR INKY FOUNTAIN PEN 50/-,MFR,49,50,0
FLAIR INKY FP ERASER PELICAN 25/-,MFR,29,30,8
FLAIR INKY MONSTER FP 55/-,MFR,54,55,0
FLAIR INKY MOVE FOUNTAIN PEN,MFR,49,50,2
FLAIR INKY NEON FP 60/-,MFR,59,60,2
FLAIR INKY PANDA FP 60/-,MFR,59,60,0
FLAIR INKY TANKER 75/-,MFR,74,75,0
FLAIR INKYTEENZ FP 50/-,MFR,49,50,1
FLAIR JETSPEED GEL PEN 10/-,MFR,9.8,10,4
FLAIR MARATHON GEL PEN 10/-,MFR,9.8,10,10
FLAIR MAX TOCH BALL PEN,MFR,9.8,10,9
FLAIR MR.GRIP BALL PEN 5N 30/-,MFR,29,30,6
FLAIR OIL PASTELS 12PCS,MFR,48,50,1
FLAIR OIL PASTELS 24PCS,MFR,105,110,1
FLAIR PEACH PEN,MFR,7,7,24
FLAIR POP GEL PEN 10/-,MFR,9.8,10,4
FLAIR POP GEL PEN 15/-,MFR,14.5,15,23
FLAIR PROMATH INSTRU BOX 100/-,MFR,98,100,1
FLAIR Q5 BALL POINT PEN 25/-,MFR,24,25,0
FLAIR ROLLER CARTRIDGE 10/-,MFR,9.8,10,16
FLAIR SILKINA BALL PEN 10/-,MFR,9.8,10,34
FLAIR SPYDER GEL PEN 25/-,MFR,24,25,0
FLAIR SRX BALL PEN,MFR,9.8,10,29
FLAIR SUNNY BALL PEN,MFR,29,30,7
FLAIR SUNNY BALL PEN 25/-,MFR,24,25,0
FLAIR TECHNO GEL PEN 10/-,MFR,14,15,100
FLAIR TUFF 0.7 PENCIL10/-,MFR,9.8,10,7
FLAIR V2 GEL 20/-,MFR,19,20,3
FLAIR WAX CRAYONS 12PCS,MFR,38,40,0
FLAIR WAX CRAYONS 24PCS,MFR,73,75,2
FLAIR WOODY BALL PEN,MFR,9.8,10,30
FLAIR WRITE KIT 20/-,MFR,19,20,1
FLAIR WRITE KIT 50/-,MFR,49,50,3
FLAIR WRITO METER PEN 40/-,MFR,39,40,0
FLAIR WROTE KIT 100/-,MFR,98,100,1
FLAIR WROTE KIT 250/-,MFR,245,250,2
FLAIR YOLO BALL PEN 10/,MFR,9.8,10,47
FLAIR ZAP GEL MEN 5/,MFR,5,5,9
FLAKE SEED 50G OLD,MFR,15,20,0
FLAX SEED 50G,MFR,15,20,23
FLAX SEED BULK,MFR,300,320,10.25
FLOOR CLEANING CLOTH 60/-,MFR,60,60,0
FLOOR STICK 95/-,MFR,95,105,1
FLOWER CHOCOLATE,MFR,140,150,2
FLOWER LOLLIPOP 10/-,MFR,9.8,10,17
FLUBBER TRY PUDDING RS.60/-,MFR,55,60,6
FLUBBERS MANGO PUDDING 10/-,MFR,9.8,10,0
FLUFFEY MARSHMALLOW 140G,MFR,90,95,0
FOGG 1000 ADVENTURE 125GM,MFR,207,230,0
FOGG 1000 FOREVER 125GM,MFR,207,230,0
FOGG 1000 STATUS125GM,MFR,200,230,0
FOGG 1000 ULTIMATE 125GM,MFR,207,230,0
FOGG BLEU FOREST 120ML,MFR,225,255,1
FOGG BLEU ISLAND 100GMS,MFR,229.5,255,0
FOGG BLEU MOUNTAIN 100GMS,MFR,229.5,255,0
FOGG BLEU OCEAN,MFR,225,255,0
FOGG BLEU SKIES DEO100GMS,MFR,229.5,255,0
FOGG BLEU SPRING DEO 100GMS,MFR,229.5,255,0
FOGG CLASSIC CELEBRATE 100GMS,MFR,202.5,225,1
FOGG CLASSIC INDULGE 100GMS,MFR,202.5,225,0
FOGG CLASSIC PEP-UP 100GMS,MFR,202.5,225,0
FOGG FAN ABSOLUTE DEO 100G,MFR,180,200,1
FOGG FAN DYNAMIC DEO 100G,MFR,180,200,0
FOGG FAN EXTREME DEO 100G,MFR,190,200,0
FOGG FINE BAY BREEZE 120ML,MFR,264,275,3
FOGG FINE BRAZILION BURST,MFR,264,275,0
FOGG FINE FIZZY DEW 120ML,MFR,264,275,3
FOGG FINE RIO WAVE 120ML,MFR,264,275,4
FOGG FINE WOMEN BREEZE 120ML,MFR,270,275,1
FOGG FINE WOMEN SPIRING 120ML,MFR,270,275,2
FOGG FINE WOMEN YOU*ME,MFR,264,275,3
FOGG FLYER MARVEL 100G II,MFR,162,180,0
FOGG FRAGNANCE AQUA 100GMS,MFR,264,275,0
FOGG FRAGNANCE AROMAT 100GMS,MFR,270,275,0
FOGG FRAGNANCE FOUGERE100GMS,MFR,270,275,0
FOGG FRAGNANCE ORIENTAL 100GMS,MFR,270,275,1
FOGG FRAGNANCE SPICY100GMS,MFR,264,275,2
FOGG FRAGNANCE WOODY 100GMS,MFR,264,275,1
FOGG MARCO 100GM,MFR,215,225,6
FOGG MARCO 65ML,MFR,145,150,3
FOGG MASTER AGAR 100G,MFR,245,250,4
FOGG MASTER BLAST TALC 120GM,MFR,124,125,1
FOGG MASTER BREEZE TALC 120GM,MFR,120,125,0
FOGG MASTER CEDAR 100G,MFR,245,250,5
FOGG MASTER CEDAR POCKET DEO 25ML,MFR,82,85,7
FOGG MASTER IN NAPOLEON 100G,MFR,202.5,225,1
FOGG MASTER IN ROYAL 100G,MFR,202.5,225,1
FOGG MASTER IN VOYAGER 100G,MFR,202.5,225,0
FOGG MASTER INT MARCO 100G,MFR,202.5,225,0
FOGG MASTER JOY TALC 120GM,MFR,120,125,0
FOGG MASTER OAK POCKET DEO 25ML,MFR,74,75,0
FOGG MASTER OAK100G,MFR,245,250,4
FOGG MASTER PINE 100G,MFR,245,250,4
FOGG MASTER PINE POCKET DEO 25ML,MFR,74,75,0
FOGG MASTER SPLASH TALC 120GM,MFR,124,125,0
FOGG MEN DASH SPARAY 120ML,MFR,215,225,3
FOGG MEN IMPERIAL DEO 100GM,MFR,215,225,3
FOGG MEN MAJESTIC DEO 100GM,MFR,215,225,5
FOGG MEN MONARCH DEO 100GM,MFR,215,225,0
FOGG MEN ROYAL 100GM,MFR,215,225,3
FOGG MEN VICTOR DEO 100GM,MFR,215,225,0
FOGG MOBILE PACK PERFUME 25ML,MFR,83,85,42
FOGG NAPOLEN 100GM,MFR,215,225,5
FOGG NICE BODY SPRAY 120ML,MFR,215,225,3
FOGG ONE 120ML,MFR,265,275,4
FOGG PARADISE 65ML,MFR,145,150,9
FOGG REALMAN FRESH ACTIVE,MFR,215,225,1
FOGG REALMAN FRESH MOOD,MFR,215,225,2
FOGG REALMAN FRESH MORNING,MFR,215,225,1
FOGG REALMAN FRESH SPIRIT,MFR,223,225,1
FOGG ROYAL 65ML,MFR,145,150,1
FOGG SCENT CZAR 15ML,MFR,97,99,3
FOGG SCENT CZAR 30ML,MFR,160,170,4
FOGG SCENT IMPRESSIO 100ML,MFR,487,500,0
FOGG SCENT INTENSIO 100ML,MFR,450,500,0
FOGG SCENT MAKE MY DAY 100ML,MFR,487,500,0
FOGG SCENT PRINCE 15ML,MFR,79,80,2
FOGG SCENT PRINCE 30ML,MFR,160,170,4
FOGG SCENT SULTAN 15ML,MFR,95,99,2
FOGG SCENT SULTAN 30ML,MFR,160,170,5
FOGG SCENT TYCOON 15ML,MFR,97,99,3
FOGG SCENT TYCOON 30ML,MFR,160,170,3
FOGG SCENT XPRESSIO 100ML,MFR,450,500,0
FOGG SCENT XTREMO 100ML,MFR,450,500,1
FOGG WOMEN DELICIOUS DEO 100GM,MFR,215,225,5
FOGG WOMEN ESSENCE 100GM,MFR,215,225,6
FOGG WOMEN PARADISE 100GM,MFR,215,225,3
FOGG WOMEN PEACEFUL 120ML,MFR,264,275,2
FOGG WOMEN RADIATE DEO 100GM,MFR,215,225,3
FOLWER CHOCLATE ,MFR,130,140,3
FOREST BLACK FOREST INCENSE STICKS ,MFR,60,65,11
FOREST BLACK FOREST INCENSE STICKS 15/-,MFR,14,15,4
FOREST JASMINE INCENSE STICKS ,MFR,60,65,5
FOREST LAVENDER INCENSE STICKS,MFR,60,65,11
FOREST PINEAPPLE INCENSE STICKS ,MFR,60,65,14
FOREST PINEAPPLE INCENSE STICKS 15/-,MFR,14,15,11
FOREST ROSE INCENSE STICKS ,MFR,60,65,10
FOREST SANDAL INCENSE STICKS ,MFR,60,65,8
FOREST WHITE INCENSE STICKS 15/-,MFR,11,12,9
FOREST WHITE PREMIUM,MFR,70,75,16
FORTUNE BRIYANI BASMATHI RICE 1KG,MFR,140,175,0
FORTUNE CAN 1L,MFR,160,167,0
FORTUNE CHAKKI FRESH ATTA 1KG,MFR,93,94,2
FORTUNE CHAKKI FRESH ATTA 5KG,MFR,239,270,0
FORTUNE EVERYDAY BASMATHI RICE 1KG,MFR,99,149,2
FORTUNE MUSTARD 1L,MFR,165,180,0
FORTUNE MUSTARD 500ML,MFR,113,116,6
FORTUNE MUSTARD OIL 1LR,MFR,228,234,0
FORTUNE RICE BRAN OIL 1LT,MFR,140,149,7
FORTUNE ROZANA BASMATHI RICE 1KG,MFR,110,130,3
FORTUNE S/F OIL 5LR CAN,MFR,740,800,2
FORTUNE SUN LITE 1LR,MFR,150,175,6
FORTUNE SUN LITE 500ML,MFR,65,71,20
FOUNTATION  PEN ,MFR,49,50,10
FOUNTATION PEN ,MFR,39,40,1
FOX CANDY,MFR,80,100,10
FOX NUT CHEESE HERBS,MFR,175,179,0
FOX NUT TANGY TOMATO,MFR,175,179,0
FOXTAIL MILLET 500G,MFR,135,139,15
FRANCH OIL PLUS 100ML,MFR,205,210,4
FRANCH OIL PLUS 50ML,MFR,108,110,5
FRESH APP DRIN 250ML,MFR,63,65,7
FRESH HONEST AWAKE FILTER COFFEE 200G,MFR,93,95,1
FRESH HONEST AWAKE FILTER COFFEE 500G,MFR,213,220,1
FRESH LEMON DRINK 250ML,MFR,63,65,8
FRESH LEMON MINT DRINK 250ML,MFR,63,65,6
FRESH MANDAR DRINK 250ML,MFR,63,65,6
FRESH MEL MINT 20 STRIPS,MFR,38.5,40,40
FRESH MEL MINT 7 STRIPS,MFR,19,20,0
FRESH MEL PAAN 10 STRIPS,MFR,24,25,20
FRESH MEL PAAN 25 STRIPS,MFR,49,50,24
FRESH MELTZ ORA,MFR,59,60,12
FRESH MOJIT DRNK 250ML,MFR,63,65,6
FRESH PINEAPPLE DRINK 250ML,MFR,63,65,4
FRESH POMEGRAN DRIN 250ML,MFR,63,65,3
FRESH STRAWBERRY DRINK 250ML,MFR,55,60,4
FRESH WATER STRAWBERRY DRNK 250ML,MFR,63,65,1
FRESHEYS BROWN BREAD 400G,MFR,40,40,1
FRESHEYS SWEET BREAD 400G,MFR,38,38,2
FROOTI 1.2 LITR,MFR,69,70,11
FROOTI 160ML,MFR,9.8,10,88
FROOTI 2 LITR,MFR,98,100,29
FROOTI 300ML,MFR,19.5,20,30
FROOTI 600 ML,MFR,40,40,18
FROOTI BOTTLE 120ML,MFR,10,10,15
FRUIT CAKE SLICE 30/-,MFR,29,30,4
FRUIT CANDY 40/-,MFR,39,40,1
FRUIT CHOCOLATE 20N,MFR,20,25,0
FRUIT LOLLIPOP 5/-,MFR,5,5,0
FRUIT SUM MANGO ,MFR,19,20,3
FRUIT TELLA ORG,MFR,29.5,30,1
FRUIT TELLA STRAWBERRY 20/-,MFR,29.5,30,1
FRUITCAKE SLICED 15/-,MFR,14.5,15,2
FRUITJELLY,MFR,90,110,10
FUDGE POLAND CREAM CLASSIC,MFR,230,275,3
FUN FOOD CHESE CHILLI 79/-,MFR,88,89,1
FUN FOOD JALAPENO SANDWICH SPREAD 250G,MFR,87,89,3
FUN FOOD MUSTARD SAUCE 260/-,MFR,68,68,0
FUN FOOD PASTA PIZZA SAUCE 325G,MFR,88,89,0
FUN FOOD PEANUT BUTTER CREAMY 400G,MFR,165,169,0
FUN FOOD PEANUT BUTTER CRUNCHY 400G,MFR,165,169,0
FUN FOOD PIZZA TOPING 100G,MFR,44,45,6
FUN FOOD PIZZA TOPING 325G,MFR,87,89,4
FUN FOOD SAND WICH SPREAD ,MFR,44,45,7
FUN FOOD SAND WICH SPREAD CUCUM CARROT 300G,MFR,77,79,8
FUN FOOD SAND WICH SPREAD CUCUM CARROT VEG 300G,MFR,85.4,89,2
FUN FOOD SAND WICH SPREAD GARLIC BELL PEPPER,MFR,87,89,6
FUN FOOD SAND WICH SPREAD THOUSAND ISLAND 300G,MFR,87,89,8
FUN FOOD VEG MAYONNAISE 100G,MFR,44,45,4
FUN FOOD VEG MAYONNAISE 500G,MFR,97,99,0
FUN FOOD VEG MAYONNAISE BURGER 100G,MFR,44,45,0
FUN FOOD VEG MAYONNAISE BURGER 245GM,MFR,88,89,10
FUN FOOD VEG MAYONNAISE CLASSIC 245G,MFR,87,89,4
FUN FOOD VEG MAYONNAISE GARLIC 100G,MFR,43,45,8
FUN FOOD VEG MAYONNAISE GARLIC 250G,MFR,87,89,6
FUN FOOD VEG MAYONNAISE GREEN MINT 250G,MFR,87,89,1
FUN FOOD VEG MAYONNAISE OLIVE OIL 250G,MFR,88,89,4
FUN FOOD VEG MAYONNAISE ORGINAL 250G,MFR,87,89,0
FUN FOOD ZUCCHINI SANDWICH SPREAD,MFR,87,89,0
FUN FOODS GREEN CHILLI SAUCE 200G,MFR,54,55,3
FUN FOODS RED CHILLI SAUCE 220G,MFR,54,55,3
FUN FOODS SOYA SAUCE 49/-,MFR,54,55,0
FUN FOODS SWEET CHILLI SAUCE 220G,MFR,54,55,8
FUN FOODS VEG MAYONNAISE CHILLI 250G,MFR,87,89,6
FUN FOODS VEG MAYONNAISE ORIGINAL 400G,MFR,123,125,0
FUNFOOD VEG MAYONNAISE 60G,MFR,24,25,0
FUNFOODS VEG MAYONNAISE TANDOORI 69/-,MFR,88,89,2
FUNKINS WONDER PUZZLE ,MFR,24,25,1
FUNNY SNAIL CANDY 10/-,MFR,9.8,10,17
FUSE PER BAR 20/-,MFR,19.5,20,1
FUSE PER BAR 45G,MFR,39,40,13
FUSION CHOCOLATE,MFR,49,50,2
G MANJAL 100G,MFR,25,30,10
G MANJAL BULK,MFR,250,260,0.3
G MOCHAI 250G,MFR,50,55,1
G MURUKKU VADAM 100G,MFR,42,45,0
G.D PERUNGAYAM SPL 40G,MFR,78,80,0
GADIVA AYURVEDIC HAIR OIL 100ML,MFR,290,295,0
GALAXY COOKIE CRUMBLE 36G,MFR,49,50,9
GALAXY COOKIE CRUMBLE 50G,MFR,79,80,3
GALAXY CRISPY 18G,MFR,19.5,20,22
GALAXY CRISPY 36G,MFR,49,50,8
GALAXY CRISPY 9G,MFR,9.8,10,44
GALAXY DARK CHOCOLATE 90/-,MFR,97,99,0
GALAXY DARK CHOCOLATE COCO,MFR,49,50,9
GALAXY FRUIT NUT 45/-,MFR,49,50,22
GALAXY FRUIT NUT 52G,MFR,79,80,0
GALAXY MILK CHOCOLATE 30G,MFR,49,50,23
GALAXY MILK CHOCOLATE 96G,MFR,148,150,2
GALAXY SM 30G,MFR,39,40,10
GALAXY SM 56G,MFR,69,70,8
GALAXY SMOOTH MILK 110G,MFR,148,150,1
GALAXY SMOOTH MILK 19.1G (RS.20),MFR,19.5,20,4
GALAXY SMOOTH MILK 50G,MFR,88,90,5
GALAXY SMOOTH MILK 80G,MFR,98,99,0
GALAXY SMOOTH MILK 9G,MFR,9.8,10,12
GAMBIT PERFUME 100ML,MFR,299,399,0
GAME ZONE,MFR,9.8,10,0
GANAPATHI CORN FLAKES,MFR,30,35,0
GANGA CORN FLOUR 200G,MFR,15,18,17
GANGA CORN FLOUR 500G,MFR,30,40,0
GANGA GRAM FLOUR 200G,MFR,18,20,4
GANGA GRAM FLOUR 500G,MFR,77,80,0
GARDEN BANANA CHIPS 150G,MFR,95,99,2
GARDEN CRISPY MURUKKU 150G,MFR,53,55,2
GARDEN MOONG DAL 160G,MFR,58,60,0
GARDEN SALTED CHIPS 170G,MFR,80,85,1
GARDEN TASTY NUTS 150G,MFR,58,60,0
GARLIC 10KG,MFR,"3,500.00","4,000.00",0
GARLIC 250G,MFR,108,115,3
GARLIC 250G OLD,MFR,44,60,0
GARLIC 500G,MFR,215,225,8
GARLIC 500G OLD,MFR,88,110,0
GARLIC BULK,MFR,430,445,41.41
GARLIC OOTY 250G,MFR,115,125,0
GARLIC OOTY 250G OLD,MFR,65,95,20
GARLIC OOTY 500G,MFR,230,245,12
GARLIC OOTY 500G OLD,MFR,130,149,5
GARLIC OOTY BULK,MFR,460,480,59.35
GARLIC UTHIRI BULK,MFR,460,470,5.3
GARNEIR MEN ACNOFIG FACE WASH 50G,MFR,117,119,2
GARNEIR MEN ACNOFIG GEL PIM PEN 10ML,MFR,146,149,0
GARNIER  FRU LG STR SERUM 100ML,MFR,223,230,0
GARNIER  WRINKLE LIFT 18GM,MFR,155,159,5
GARNIER BABY LIPS BERRY CRU,MFR,170,175,0
GARNIER BABY LIPS CHERRY KISS,MFR,195,199,1
GARNIER BABY LIPS PINK LOLITIA,MFR,195,199,4
GARNIER BB CREAM 18GM,MFR,138,140,1
GARNIER BB CREAM 9GM,MFR,79,80,2
GARNIER BL SERUM MASK PU CHAR,MFR,97,99,0
GARNIER BLACK NAT SHAMPO NO 1(D BL),MFR,44,45,15
GARNIER BLACK NAT SHAMPO NO.2(O BL),MFR,44,45,13
GARNIER BLACK NAT SHAMPO NO.3.16(BUR),MFR,44,45,22
GARNIER BLACK NAT SHAMPO NO.4(N BR),MFR,41,42,2
GARNIER BOLD LINER 24H,MFR,270,275,5
GARNIER BRIGHT 30*VITAMIN C 15ML,MFR,295,299,4
GARNIER BRIGHT COMPETE NIGHT CREAM,MFR,138,140,4
GARNIER BRIGHT COMPLETE DUO ACTION FACE WASH 100G,MFR,180,185,0
GARNIER BRIGHT COMPLETE FACE WASH 100G,MFR,205,209,0
GARNIER BRIGHT COMPLETE FACE WASH 50G,MFR,112,115,3
GARNIER BRIGHT COMPLETE SERUM 7ML,MFR,127,129,0
GARNIER BRIGHT COMPLETE VIT C GEL FACE WASH 100G,MFR,220,225,1
GARNIER BRIGHT COMPLETE VIT C GEL FACE WASH 50G,MFR,120,125,3
GARNIER BRIGHT COMPLETE VITA C BB CEAM 9G,MFR,83,85,0
GARNIER BRIGHT COMPLETE VITA C FACE WASH 50G,MFR,80,84,1
GARNIER BRIGHT COMPLETE VITA C SERUM GEL,MFR,102,105,0
GARNIER BRIGHT COMPLETE VITA C SERUM GEL 45G,MFR,185,189,1
GARNIER BRIGHT COMPLETE VITANIN C SERUM CREAM 23G,MFR,107,109,7
GARNIER BRIGHT COMPLETE VITANIN C SERUM CREAM 45G,MFR,195,199,0
GARNIER CN 1.0 NATURAL BLACK 49/-,MFR,48,49,3
GARNIER CN 3.0 DARKEST BROWN 49/-,MFR,48,49,0
GARNIER CN 3.16 BURGUNDY 49/-,MFR,48,49,2
GARNIER COLOR NATURALS 7.65 RASPBERRY 49/-,MFR,48,49,0
GARNIER COLOSSAL KAJAL,MFR,195,199,2
GARNIER COLOSSAL SUPER BL,MFR,290,300,4
GARNIER COLOUR NATURAL MEN SHAMPOO NO.1(BLACK),MFR,112,115,7
GARNIER COLOUR NATURAL MEN SHAMPOO NO.3(BROWN),MFR,112,115,4
GARNIER COLOUR NATURAL MEN SHAMPOO NO.3.16(BUR),MFR,112,115,2
GARNIER COLOUR NATURAL SHADE NO.1,MFR,219,219,3
GARNIER COLOUR NATURAL SHADE NO.3,MFR,215,219,1
GARNIER COLOUR NATURAL SHADE NO.3.16,MFR,215,219,2
GARNIER COLOUR NATURAL SHADE NO.6.60 INT RED,MFR,178,180,0
GARNIER COLOUR NATURAL UNIDOS SH NO.1,MFR,97,99,15
GARNIER COLOUR NATURAL UNIDOS SH NO.3 .16(BURGEN),MFR,95,99,6
GARNIER COLOUR NATURAL UNIDOS SHADE NO.3 (D BROWN),MFR,95,99,10
GARNIER COLOUR NATURE SHADE NO.5,MFR,180,185,0
GARNIER CON LONG STR 80ML,MFR,98,99,1
GARNIER EXC SMAPK-SHA 1(BL),MFR,285,289,2
GARNIER EXC SMAPK-SHA 3(D BRO),MFR,285,289,2
GARNIER EXC SMAPK-SHA 3.16(BUR),MFR,275,279,2
GARNIER FR CR LONG STR 175ML,MFR,215,219,4
GARNIER FRU SHAM LO STR 175ML,MFR,236,240,0
GARNIER FRU SHAM LO STR 80ML,MFR,78,79,0
GARNIER H BOMB POMEG MASK(BLUE),MFR,97,99,1
GARNIER H BOMB SAKURA MASK(PINK),MFR,97,99,3
GARNIER LIGHT COM SW 18GM,MFR,107,110,0
GARNIER LIGHT COM SW FACE WASH 50G,MFR,83,85,0
GARNIER LIGHT COM UV 23GM,MFR,57,59,0
GARNIER LIGHT COM UV 45GM,MFR,126,129,0
GARNIER LIGHT COMPIET RS70,MFR,69,70,0
GARNIER LOREAL 6 OIL CDR 192.5ML,MFR,265,269,4
GARNIER LOREAL 6 OIL CDR 75ML,MFR,115,119,3
GARNIER LOREAL 6 OIL NO RA REVIVER 180ML,MFR,177,179,1
GARNIER LOREAL 6 OIL SHAMPO 192.5ML,MFR,215,219,2
GARNIER LOREAL 6 OIL SHAMPO 396ML,MFR,295,299,0
GARNIER LOREAL 6 OIL SHAMPO 75ML,MFR,98,99,3
GARNIER LOREAL CO PR CDR 192.5ML,MFR,147,150,0
GARNIER LOREAL CO PRO CDR 75ML,MFR,115,119,3
GARNIER LOREAL COLOR PRO SHAMPO 192.5ML,MFR,265,269,3
GARNIER LOREAL COLOR PRO SHAMPO 396ML,MFR,275,282,0
